0.0	0.0	0.0	0.0
0.0	0.0	0.5	0.8660254037844386
0.0	0.0	0.5	-0.8660254037844386
0.0	0.0	-0.5	0.8660254037844386
0.0	0.0	-0.5	-0.8660254037844386
0.0	0.0	1.0	0.0
0.0	0.0	-1.0	0.0
0.0	0.0	1.5	0.8660254037844386
0.0	0.0	1.5	-0.8660254037844386
0.0	0.0	-1.5	0.8660254037844386
0.0	0.0	-1.5	-0.8660254037844386
0.0	0.0	0.0	1.7320508075688772
0.0	0.0	0.0	-1.7320508075688772
0.0	0.0	-1.0	1.7320508075688772
0.0	0.0	-1.0	-1.7320508075688772
0.0	0.0	-2.0	0.0
0.5	0.8660254037844386	0.0	0.0
0.5	0.8660254037844386	0.5	0.8660254037844386
0.5	0.8660254037844386	0.5	-0.8660254037844386
0.5	0.8660254037844386	-0.5	0.8660254037844386
0.5	0.8660254037844386	-0.5	-0.8660254037844386
0.5	0.8660254037844386	1.0	0.0
0.5	0.8660254037844386	-1.0	0.0
0.5	0.8660254037844386	1.5	0.8660254037844386
0.5	0.8660254037844386	1.5	-0.8660254037844386
0.5	0.8660254037844386	-1.5	0.8660254037844386
0.5	0.8660254037844386	-1.5	-0.8660254037844386
0.5	0.8660254037844386	0.0	1.7320508075688772
0.5	0.8660254037844386	0.0	-1.7320508075688772
0.5	0.8660254037844386	-1.0	1.7320508075688772
0.5	0.8660254037844386	-1.0	-1.7320508075688772
0.5	0.8660254037844386	-2.0	0.0
0.5	-0.8660254037844386	0.0	0.0
0.5	-0.8660254037844386	0.5	0.8660254037844386
0.5	-0.8660254037844386	0.5	-0.8660254037844386
0.5	-0.8660254037844386	-0.5	0.8660254037844386
0.5	-0.8660254037844386	-0.5	-0.8660254037844386
0.5	-0.8660254037844386	1.0	0.0
0.5	-0.8660254037844386	-1.0	0.0
0.5	-0.8660254037844386	1.5	0.8660254037844386
0.5	-0.8660254037844386	1.5	-0.8660254037844386
0.5	-0.8660254037844386	-1.5	0.8660254037844386
0.5	-0.8660254037844386	-1.5	-0.8660254037844386
0.5	-0.8660254037844386	0.0	1.7320508075688772
0.5	-0.8660254037844386	0.0	-1.7320508075688772
0.5	-0.8660254037844386	-1.0	1.7320508075688772
0.5	-0.8660254037844386	-1.0	-1.7320508075688772
0.5	-0.8660254037844386	-2.0	0.0
-0.5	0.8660254037844386	0.0	0.0
-0.5	0.8660254037844386	0.5	0.8660254037844386
-0.5	0.8660254037844386	0.5	-0.8660254037844386
-0.5	0.8660254037844386	-0.5	0.8660254037844386
-0.5	0.8660254037844386	-0.5	-0.8660254037844386
-0.5	0.8660254037844386	1.0	0.0
-0.5	0.8660254037844386	-1.0	0.0
-0.5	0.8660254037844386	1.5	0.8660254037844386
-0.5	0.8660254037844386	1.5	-0.8660254037844386
-0.5	0.8660254037844386	-1.5	0.8660254037844386
-0.5	0.8660254037844386	-1.5	-0.8660254037844386
